"","panel","input_day_c","mdy","inputperweek","inputcomparison","temperature","BO","BO.latent","BPI.PercentChange","movavg_BOlatent","BPI.PercentChange.mvgavg","PopulationBOaverage","wave","overall_awareness","awareness.score","recent_awareness","awareness.recent.score","liwc__positive_emotion_words","movavg_liwc__positive_emotion_words","%change_liwc__positive_emotion_words","Peer Comparison_liwc__positive_emotion_words","Peer Deviation_liwc__positive_emotion_words","empathy.capacity","movavg_empathy.capacity","%change_empathy.capacity","Peer Comparison_empathy.capacity","Peer Deviation_empathy.capacity","salleegratitude","movavg_salleegratitude","%change_salleegratitude","Peer Comparison_salleegratitude","Peer Deviation_salleegratitude","personality__extraversion","movavg_personality__extraversion","%change_personality__extraversion","Peer Comparison_personality__extraversion","Peer Deviation_personality__extraversion","personality__emotionally_aware","movavg_personality__emotionally_aware","%change_personality__emotionally_aware","Peer Comparison_personality__emotionally_aware","Peer Deviation_personality__emotionally_aware","sallee__joy","movavg_sallee__joy","%change_sallee__joy","Peer Comparison_sallee__joy","Peer Deviation_sallee__joy","anxiety.blend","movavg_anxiety.blend","%change_anxiety.blend","Peer Comparison_anxiety.blend","Peer Deviation_anxiety.blend","personality__melancholy","movavg_personality__melancholy","%change_personality__melancholy","Peer Comparison_personality__melancholy","Peer Deviation_personality__melancholy","personality__stress_prone","movavg_personality__stress_prone","%change_personality__stress_prone","Peer Comparison_personality__stress_prone","Peer Deviation_personality__stress_prone","liwc__negative_emotion_words","movavg_liwc__negative_emotion_words","%change_liwc__negative_emotion_words","Peer Comparison_liwc__negative_emotion_words","Peer Deviation_liwc__negative_emotion_words","liwc__cognitive_processes","movavg_liwc__cognitive_processes","%change_liwc__cognitive_processes","Peer Comparison_liwc__cognitive_processes","Peer Deviation_liwc__cognitive_processes","additional_indicatorsself_focus","movavg_additional_indicatorsself_focus","%change_additional_indicatorsself_focus","Peer Comparison_additional_indicatorsself_focus","Peer Deviation_additional_indicatorsself_focus"
"131",31,9,8292023,0.527397260273973,1.75586854460094,0,3,48.2662851184705,NA,48.2662851184705,NA,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,21.578947368421,21.578947368421,0,0.522035138115347,-1.22970975613686,100,100,0,1.81615865813783,2.59624494261132,93.0855406525274,93.0855406525274,0,9.96412146495077,8.64208444305872,42.2546274574868,42.2546274574868,0,0.892361835309218,-0.652535248339533,20.9123892930062,20.9123892930062,0,0.498784203952501,-1.80134109910058,18.9528005258749,18.9528005258749,0,1.09504588320752,0.0914200947684747,53.3063067694486,53.3063067694486,0,1.33994424027402,0.848032185427791,49.8073465334294,49.8073465334294,0,1.00388973502621,0.014781843004723,83.9722003183595,83.9722003183595,0,1.50463111159592,2.79820045949758,38.755980861244,38.755980861244,0,1.08963713577029,0.20015636625724,45.1205895050827,45.1205895050827,0,1.1349088125878,0.380322228605079,100,100,0,3.25848664713755,6.03971182069467
"132",31,24,9132023,0.527397260273973,1.75586854460094,0,2,57.2860351725068,18.6874751845872,52.7761601454886,9.34373759229361,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,33.3333333333333,27.4561403508771,21.4057507987221,0.806395741804196,-0.863907752158654,63.398129073099,81.6990645365495,-22.4004222903474,1.15141061025849,1.53894515156625,12.0535826065184,52.5695616295229,-77.0711753476956,1.29024723213987,4.46095225617829,34.4654708795496,38.3600491685182,-10.1526936836276,0.727865152279834,-1.15114967668829,23.9531744753986,22.4327818842024,6.77754813934554,0.571310379481252,-1.67101362162405,0,9.47640026293745,-100,0,-0.43521606789458,50.8010371855591,52.0536719775039,-2.4064292572599,1.2769700491753,0.769483802228315,68.6866627650307,59.24700464923,15.932717901416,1.38441094501474,0.737813713827674,67.9162917531827,75.9442460357711,-10.5708525683527,1.21693804817118,2.00056547052174,35.920177383592,37.338079122418,-3.79746835443037,1.00990758925051,0.111139820951551,74.2455575562465,59.6830735306646,24.399688494762,1.86748308234286,1.41292444912592,52.6038233355305,76.3019116677653,-31.0583153347734,1.71408855927209,3.97467428793764
"133",31,30,9192023,0.527397260273973,1.75586854460094,1,2,61.7152744053742,7.73179575009778,55.7558648987838,5.64592942169533,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,27.6793248945147,27.5305351987563,0.540453335484334,0.669614691928547,-0.859277347045007,39.8825183590334,67.7602158107108,-41.1416892908874,0.724329810260996,0.733656161029627,4.13354303484257,36.4242220979628,-88.6516642037669,0.442465334476782,2.79479977976423,33.5325026270978,36.7508669880447,-8.75724744668986,0.708162096966407,-1.35716978810793,54.9477030469312,33.2710889384453,65.1515017996245,1.31056504062153,-0.741958043035481,2.52484594455747,7.15921549014412,-64.7329243262289,0.145879346619316,-0.563989997136238,51.4941403536361,51.8671614362146,-0.719185458099994,1.29439237036512,0.757788373071996,55.2518623253592,57.9152905412731,-4.59883424743561,1.11362642842822,0.635810894333002,79.8924980155232,77.2603300290218,3.4068816241306,1.43153016881218,2.13132787953602,18.6421173762945,31.1060918737102,-40.0692396461087,0.524129255180643,-0.280107301524229,53.4155189936346,57.5938886849879,-7.25488378499165,1.34354945047866,1.26478372622902,41.6010947656518,64.7349727003941,-35.7362905547367,1.3555661180018,2.96673800329476
"134",31,47,10062023,0.527397260273973,1.75586854460094,0,3,51.2195014430507,-17.0067670660953,56.7402703403106,1.76556393361267,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,22.0430107526881,27.685222993512,-20.3798692253487,0.533261700225354,-0.849649433603757,30.3189194549166,44.5331889623497,-31.9183733270268,0.550639680734303,-0.608238666282119,2.82557959525363,6.33756841220487,-55.4153989121105,0.302457482640502,-0.310056110540727,38.4121657964395,35.4700464343623,8.29465889626512,0.81121412803367,-1.52115047120285,51.2879503812603,43.3962759678634,18.1851420136627,1.22327578856939,0.125969156927997,0,0.84161531485249,-100,0,-0.915080772244941,27.1807517027588,43.1586430806513,-37.021301499295,0.683234196808092,0.211707391375432,38.5533593072618,54.1639614658839,-28.8210125997795,0.777060501172468,0.348477344094447,68.6268787674823,72.1452228453961,-4.8767526651812,1.22967049206521,1.62310519684455,23.7536656891496,26.1053201496787,-9.00833411368083,0.667842115472114,-0.594058127978701,48.3551033172162,58.6720599556991,-17.5841050174015,1.21626586643156,1.34123510954263,29.8169136878815,41.3406105963546,-27.8750041236431,0.971580151108147,0.928166996111972
"135",31,54,10132023,0.527397260273973,1.75586854460094,1,3,65.8655911686824,28.5947526098359,59.6001223390358,5.04025092156364,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,22.8970331588132,24.206456268672,-5.40939613516851,0.553922101176494,-1.06617113760732,38.5929163902049,36.2647847347183,6.41981380150797,0.700908592448601,-1.08592911438026,10.3320241237954,5.76371558463053,79.2597842847533,1.10596707744968,-0.369276067351867,32.3322063079584,34.7589582438319,-6.9816589980919,0.682813426519844,-1.61218955305444,69.8319813007424,58.6892115763113,18.9860613648602,1.66557195906665,1.43687380918753,0,0.84161531485249,-100,0,-0.915080772244941,47.2560285436711,41.9769735333553,12.5760734182539,1.18786025712079,0.137608992534014,53.8799436779827,49.2283884368679,9.44892853252774,1.0859747837764,-0.0295635295235755,90.2680082444044,79.5957950091366,13.4080113579401,1.6174406895544,2.36337312021554,30.842455973346,24.4127463462634,26.337510478688,0.867145783440229,-0.700318716092299,61.1084171771475,54.2930131626661,12.5530038166457,1.53704732004497,1.03072397460803,30.1117871798501,33.8432652111278,-11.0257624611551,0.981188564469892,0.274852711875943
"212",31,61,10202023,0.527397260273973,1.75586854460094,1,NA,NA,NA,58.5425463058666,-1.77445278912884,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,NA,22.4700219557507,NA,NA,-1.17424843800212,NA,34.4559179225608,NA,NA,-1.19043276154857,NA,6.57880185952451,NA,NA,-0.285161514495852,NA,35.372186052199,NA,NA,-1.53367932410807,NA,60.5599658410014,NA,NA,1.59723415671046,NA,0,NA,NA,-0.961852230557634,NA,37.218390123215,NA,NA,-0.160785268578658,NA,46.2166514926222,NA,NA,-0.260247921957192,NA,79.4474435059433,NA,NA,2.34863333154101,NA,27.2980608312478,NA,NA,-0.519177300900554,NA,54.7317602471819,NA,NA,1.06183482169442,NA,29.9643504338658,NA,NA,-0.06315364919059
"136",31,65,10242023,0.527397260273973,1.75586854460094,1,3,62.8573045366407,NA,64.3614478526615,9.93961129806866,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,26.9958847736625,24.9464589662378,8.21529745042498,0.653080995831546,-1.02011267559545,71.7927138306652,55.192815110435,30.0761950391831,1.30386958814774,0.00759982577189409,0,5.1660120618977,-100,0,-0.430957347117836,42.0258362738197,37.1790212908891,13.0364243453563,0.887530068166905,-1.3023541194738,60.3867638333139,65.1093725670281,-7.25334701828444,1.44029280948496,1.98720757939818,31.4872433863854,15.7436216931927,100,1.81925495373317,-0.0869250129569955,53.8160581800423,50.5360433618567,6.49044642197151,1.35275770472112,0.674318575441606,73.4209579155127,63.6504507967477,15.3502559627814,1.47983281819088,1.07509625807348,73.7989110220002,82.0334596332023,-10.0380364890392,1.32234402700679,2.60557263046443,100,65.421227986673,52.8555838486723,2.81153285649371,1.87421325879867,35.4799716445251,48.2941944108363,-26.5336712261959,0.892420354685324,0.605357426376295,53.2532532532532,41.6825202165517,27.7591973244145,1.7352501464236,0.957960800093925
"137",31,87,11152023,0.527397260273973,1.75586854460094,1,4,55.4402093473913,-11.7998938133369,59.148756942016,-8.09908894930178,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,55.7112526539278,41.3535687137951,34.7193347193348,1.34775950732115,0.00108122480265988,29.5380077261395,50.6653607784024,-41.6997979046643,0.536457084759704,-0.253964755382129,12.9769071794411,6.48845358972055,100,1.38908232652385,-0.294485195374743,38.5338722032483,40.279854238534,-4.33462848436873,0.813784406345981,-0.905361189077615,16.8981211982388,38.6424425157764,-56.2705665115762,0.403039356816832,-0.281527647345825,7.92653933652783,19.7068913614566,-59.7778300436018,0.457975815062117,0.133327516672479,41.9913445637769,47.9037013719096,-12.3421711450457,1.05552351493693,0.509253539193149,63.8280970099307,68.6245274627217,-6.98938212054942,1.28648434125115,1.45608632289331,45.1882987449676,59.4936048834839,-24.045115717114,0.809693206966062,0.366075971421159,28.1412854661261,64.0706427330631,-56.0777225485768,0.791201487119824,1.78942287444051,25.4381890119077,30.4590803282164,-16.4840542203026,0.639841482625932,-0.659301705445129,28.7829230504391,41.0180881518462,-29.828706438275,0.937887704254434,0.900062579260737
"138",31,115,12132023,0.527397260273973,1.75586854460094,1,4,56.8645719988117,2.56918700017033,58.3873619609479,-1.28725440809264,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,15.6937799043062,32.8003057772988,-52.1535560952974,0.379661918629344,-0.531281883242722,30.1164080244928,43.8157098604325,-31.265730669608,0.546961751856943,-0.649689580419881,7.54154860505665,6.83948526149925,10.2648564433561,0.8072672276258,-0.258259739224343,39.0268449057869,39.8621844609516,-2.09556893697839,0.824195337693969,-0.958834546636679,49.519318914757,42.2680679821032,17.1553876929602,1.18109192207068,0.0292595953947407,10.6817853671678,16.6985226966937,-36.0315546399634,0.617167108135513,-0.0338578792085766,34.6544424741383,43.4872817393192,-20.3113161179597,0.871098063386044,0.232315181819385,65.3565393561287,67.5351980938574,-3.22596038690945,1.31729079228138,1.37264899477716,51.6361014593329,56.8744370754336,-9.21035158405694,0.925226258722306,0.105842814609193,70.4654197477164,66.2022350712808,6.43963858900737,1.98115842867325,1.92324525490062,34.3477873043397,31.7553159869242,8.16389708886231,0.863942757223846,-0.567387728602401,33.4152334152335,38.4838032396419,-13.1706572576676,1.08883091894523,0.679226476827825
"139",31,122,12202023,0.527397260273973,1.75586854460094,0,0,10.1185192292455,-82.2059344270507,40.8077668584828,-30.1085620450246,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,41.2578616352201,37.5542980644847,9.86189001422952,0.998104918157647,-0.23538894408952,40.0402556110498,33.2315571205607,20.4886531972842,0.7271945690206,-1.26116774789415,0,6.83948526149925,-100,0,-0.258259739224343,63.1959610680671,46.9188927257008,34.6919277006941,1.33461509889228,-0.0553794620596797,23.5685888829615,29.9953429986524,-21.4258397244521,0.562137576895778,-1.02275374518456,46.5091412200839,21.7058219745932,114.270352325395,2.68718301314043,0.244414967426234,22.8987026881574,33.1814965753575,-30.989542210211,0.575597647562579,-0.413924861516442,34.7950210921326,54.6598858193973,-36.342675125412,0.70130948415347,0.386462736013175,40.7851471940719,45.8698491327908,-11.0850635762916,0.730796634202314,-0.987542134200394,9.26243567753001,35.9563802971242,-74.2397994431302,0.260416422385352,0.0243961117701075,21.9784353176781,27.2548038779752,-19.3594075522258,0.552819016828537,-0.886511772894423,31.0045894951556,31.0675819869427,-0.202759557578732,1.01028040869946,0.0329813019702942
"140",31,138,1052024,0.527397260273973,1.75586854460094,0,0,26.3428758500358,160.343191065913,31.1086556926977,-23.7678067496825,51.105087548474,1.21232096788261,"Activating",0.630831014301656,"Aware",0.902944566402389,23.3868092691622,26.7794836028962,-12.6689311266893,0.56577070227118,-0.906023502850471,39.6891384337927,36.6152673564451,8.39505293631709,0.720817724005636,-1.06568068481463,0,2.51384953501888,-100,0,-0.704652871041248,42.4584722182732,48.2270927307091,-11.9613689853683,0.8966667670007,0.11210655292445,51.988091017986,41.6919996052348,24.6956046969222,1.23997493687096,-0.0201207678390664,0,19.0636421957506,-100,0,0.097579947673252,11.6461390642649,23.0664280755202,-49.5104355727073,0.292745416186586,-1.04820572432136,30.4133880718,43.5216495066871,-30.1189444413705,0.612995676695136,-0.46667195806721,53.4844429137556,48.6352305223868,9.97057552577387,0.958345220076577,-0.712781606603912,0,26.5759518084155,-100,0,-0.564511648681115,47.9965864727015,34.7742696982398,38.0232766617412,1.20724816673473,-0.353318597231832,35.1495880907647,33.1898036670513,5.90477859819034,1.14534463446142,0.217910455782827
